Observation,Slice#,Num Data,Date,Min Long,Max Long,Mean Radial Res,Mean Angular Res,Mean Phase,Mean Emission,Incidence,Normal EW Mean,Normal EW Std,Normal EW139650 Mean,Normal EW139655 Mean,Normal EW139660 Mean,Normal EW139665 Mean,Normal EW139670 Mean,Normal EW139675 Mean,Normal EW139680 Mean,Normal EW139685 Mean,Normal EW139690 Mean,Normal EW139695 Mean,Normal EW139700 Mean,Normal EW139705 Mean,Normal EW139710 Mean,Normal EW139715 Mean,Normal EW139720 Mean,Normal EW139725 Mean,Normal EW139730 Mean,Normal EW139735 Mean,Normal EW139740 Mean,Normal EW139745 Mean,Normal EW139750 Mean,Normal EW139755 Mean,Normal EW139760 Mean,Normal EW139765 Mean,Normal EW139770 Mean,Normal EW139775 Mean,Normal EW139780 Mean,Normal EW139785 Mean,Normal EW139790 Mean,Normal EW139795 Mean,Normal EW139800 Mean,Normal EW139805 Mean,Normal EW139810 Mean,Normal EW139815 Mean,Normal EW139820 Mean,Normal EW139825 Mean,Normal EW139830 Mean,Normal EW139835 Mean,Normal EW139840 Mean,Normal EW139845 Mean,Normal EW139850 Mean,Normal EW139855 Mean,Normal EW139860 Mean,Normal EW139865 Mean,Normal EW139870 Mean,Normal EW139875 Mean,Normal EW139880 Mean,Normal EW139885 Mean,Normal EW139890 Mean,Normal EW139895 Mean,Normal EW139900 Mean,Normal EW139905 Mean,Normal EW139910 Mean,Normal EW139915 Mean,Normal EW139920 Mean,Normal EW139925 Mean,Normal EW139930 Mean,Normal EW139935 Mean,Normal EW139940 Mean,Normal EW139945 Mean,Normal EW139950 Mean,Normal EW139955 Mean,Normal EW139960 Mean,Normal EW139965 Mean,Normal EW139970 Mean,Normal EW139975 Mean,Normal EW139980 Mean,Normal EW139985 Mean,Normal EW139990 Mean,Normal EW139995 Mean,Normal EW140000 Mean,Normal EW140005 Mean,Normal EW140010 Mean,Normal EW140015 Mean,Normal EW140020 Mean,Normal EW140025 Mean,Normal EW140030 Mean,Normal EW140035 Mean,Normal EW140040 Mean,Normal EW140045 Mean,Normal EW140050 Mean,Normal EW140055 Mean,Normal EW140060 Mean,Normal EW140065 Mean,Normal EW140070 Mean,Normal EW140075 Mean,Normal EW140080 Mean,Normal EW140085 Mean,Normal EW140090 Mean,Normal EW140095 Mean,Normal EW140100 Mean,Normal EW140105 Mean,Normal EW140110 Mean,Normal EW140115 Mean,Normal EW140120 Mean,Normal EW140125 Mean,Normal EW140130 Mean
ISS_006RI_LPHRLFMOV001_PRIME,9479,1,2005-04-13T12:06:24,189.58,189.58,6.4448705,0.0,34.116863,83.370735,67.9820476,0.44916562,0.0,3.049e-05,2.227e-05,2.851e-05,3.353e-05,3.684e-05,3.461e-05,3.356e-05,3.198e-05,3.194e-05,3.433e-05,4.14e-05,5.129e-05,5.424e-05,4.698e-05,4.322e-05,3.85e-05,4.003e-05,4.569e-05,4.741e-05,4.828e-05,5.705e-05,5.76e-05,4.542e-05,5.186e-05,5.357e-05,5.493e-05,5.566e-05,5.362e-05,6.374e-05,6e-05,5.418e-05,5.6e-05,5.415e-05,5.79e-05,5.935e-05,5.799e-05,7.098e-05,7.037e-05,6.264e-05,5.788e-05,7.362e-05,0.00014255,0.00015475,0.00016062,0.00016732,0.00020824,0.00020964,0.00020832,0.00020645,0.00021515,0.00021772,0.00026268,0.00030727,0.00030834,0.00031486,0.00031599,0.00031769,0.00032055,0.00032018,0.00032111,0.00032261,0.00033392,0.00037406,0.00037962,0.00041402,0.00043012,0.00041522,0.00047414,0.0005225,0.00057859,0.00066837,0.00071639,0.00071899,0.0007493,0.00079432,0.00083054,0.00095817,0.00095746,0.00095357,0.00094808,0.00094686,0.00089548,0.00085308,0.00081419,0.00077681,0.00078279,0.00077886,0.0007797,0.00078103,0.00086002,0.00089885,0.00090823,0.00094572,0.00113969,0.00133171,0.00153678,0.00183906
ISS_006RI_LPHRLFMOV001_PRIME,9480,1,2005-04-13T12:06:24,189.6,189.6,6.445082,0.0,34.116726,83.37042,67.9820476,0.44099325,0.0,1.664e-05,3.262e-05,3.83e-05,3.852e-05,3.264e-05,3.496e-05,3.182e-05,3.094e-05,3.207e-05,4.56e-05,3.721e-05,3.34e-05,3.555e-05,4.007e-05,4.496e-05,5.52e-05,5.691e-05,4.588e-05,4.632e-05,4.819e-05,4.592e-05,4.225e-05,5.036e-05,5.194e-05,5.359e-05,4.488e-05,4.93e-05,5.696e-05,5.47e-05,6.039e-05,6.958e-05,6.204e-05,6.159e-05,5.88e-05,5.81e-05,6.601e-05,5.753e-05,6.078e-05,6.081e-05,5.436e-05,7.144e-05,0.00012613,0.00015273,0.00015492,0.00015431,0.00019798,0.00020677,0.00021194,0.00021791,0.00020729,0.00021087,0.00025453,0.00031752,0.00031564,0.00031662,0.00031654,0.00031448,0.00032754,0.00030361,0.00031106,0.00032257,0.00033376,0.0003717,0.00037263,0.0004022,0.00044473,0.00049749,0.00054714,0.00059127,0.00063087,0.00066325,0.00071496,0.00070825,0.00072733,0.00076428,0.00083581,0.00093205,0.00094741,0.00093539,0.00092214,0.00095637,0.00091933,0.00087199,0.00082119,0.00076694,0.00077629,0.00077898,0.00078631,0.00078216,0.00084907,0.00088404,0.00090557,0.00091301,0.0011254,0.00132515,0.0015792,0.00188107
ISS_006RI_LPHRLFMOV001_PRIME,9481,1,2005-04-13T12:06:24,189.62,189.62,6.4453545,0.0,34.116585,83.37012,67.9820476,0.45053442,0.0,3.847e-05,3.24e-05,2.992e-05,3.074e-05,3.629e-05,3.554e-05,3.82e-05,4.005e-05,3.607e-05,5.46e-05,4.227e-05,3.713e-05,3.993e-05,4.508e-05,3.91e-05,3.863e-05,4.206e-05,4.68e-05,4.473e-05,4.625e-05,4.832e-05,5.045e-05,3.848e-05,5.838e-05,5.665e-05,4.209e-05,4.926e-05,4.779e-05,5.59e-05,6.061e-05,4.448e-05,5.827e-05,5.614e-05,5.598e-05,6.144e-05,7.754e-05,6.102e-05,5.701e-05,6.041e-05,7.355e-05,6.847e-05,0.00011787,0.0001672,0.00020461,0.00021534,0.00020591,0.00020491,0.00021492,0.00026386,0.00027191,0.00026865,0.00026506,0.0002718,0.00027073,0.00026422,0.00028068,0.00031137,0.00032745,0.00032521,0.00032393,0.00031703,0.00030585,0.0003707,0.00037397,0.00039303,0.00044368,0.00046128,0.00051812,0.00056726,0.00061017,0.00066152,0.00070405,0.00070835,0.00072495,0.00076843,0.00089151,0.00092495,0.00094364,0.00095057,0.00095377,0.00091537,0.00090589,0.00089403,0.00084609,0.00078235,0.00078642,0.00079432,0.00079544,0.00078202,0.00083601,0.00087796,0.0009093,0.00091154,0.00114247,0.00132929,0.0015404,0.00178233
ISS_006RI_LPHRLFMOV001_PRIME,9482,1,2005-04-13T12:06:24,189.64,189.64,6.445681,0.0,34.116447,83.36981,67.9820476,0.45277079,0.0,1.742e-05,3.007e-05,3.673e-05,4.163e-05,2.99e-05,3.336e-05,3.415e-05,3.186e-05,4.117e-05,3.891e-05,4.187e-05,4.455e-05,4.11e-05,4.718e-05,4.696e-05,5.063e-05,6.358e-05,4.859e-05,4.033e-05,4.295e-05,5.258e-05,5.597e-05,4.288e-05,3.949e-05,4.76e-05,6.717e-05,5.259e-05,4.974e-05,5.549e-05,5.945e-05,5.153e-05,6.071e-05,8.81e-05,0.00011219,0.00010812,0.00010439,0.00010541,0.00012049,0.00015351,0.00015614,0.00015291,0.00017276,0.00020477,0.00020585,0.00020827,0.00019755,0.00020688,0.00022047,0.00025905,0.00025617,0.00026291,0.00027376,0.00026351,0.00024875,0.00026652,0.00029376,0.00031689,0.00031696,0.00032456,0.00032712,0.00031608,0.00032886,0.00035523,0.00036771,0.00038336,0.0004224,0.00046282,0.00049909,0.00053881,0.0005821,0.00063785,0.00068563,0.00071038,0.00072209,0.00076976,0.00086815,0.00091656,0.00094552,0.00095713,0.00093797,0.00090999,0.00086899,0.00082715,0.00085491,0.00081749,0.00079396,0.00078196,0.00079065,0.00078412,0.00082267,0.00086728,0.00090653,0.00092194,0.00113727,0.00130872,0.00147012,0.00185368
ISS_006RI_LPHRLFMOV001_PRIME,9483,1,2005-04-13T12:06:24,189.66,189.66,6.4460645,0.0,34.11631,83.369514,67.9820476,0.45859991,0.0,1.362e-05,2.177e-05,1.741e-05,3.154e-05,3.75e-05,3.437e-05,3.204e-05,4.123e-05,3.629e-05,4.042e-05,4.236e-05,3.964e-05,4.934e-05,4.797e-05,4.551e-05,4.108e-05,3.104e-05,5.028e-05,5.507e-05,5.501e-05,5.079e-05,5.396e-05,4.947e-05,5.773e-05,7.169e-05,5.949e-05,5.808e-05,5.926e-05,5.99e-05,5.63e-05,4.984e-05,4.732e-05,6.325e-05,0.00011009,0.00012283,0.0001182,0.00011736,0.00012461,0.00015234,0.00014783,0.00016037,0.00017956,0.0002041,0.0001948,0.00019156,0.00019368,0.00020077,0.00020659,0.0002459,0.0002566,0.00025892,0.00026471,0.00026502,0.00026863,0.00026077,0.00025381,0.00031845,0.00031964,0.00032255,0.00032245,0.00031158,0.00032521,0.00035009,0.00036558,0.00035933,0.0004227,0.0004569,0.00049856,0.00054325,0.00058048,0.00064406,0.00069483,0.00073499,0.00077427,0.00078,0.00085599,0.00090939,0.00094152,0.00094929,0.00095656,0.0009228,0.00087472,0.0008247,0.00083603,0.0008028,0.00077782,0.00077325,0.0007709,0.00077861,0.00080305,0.00083987,0.00090201,0.00091827,0.00108895,0.0012845,0.00149037,0.00193953
ISS_006RI_LPHRLFMOV001_PRIME,9484,1,2005-04-13T12:05:52,189.68,189.68,6.4462423,0.0,34.124466,83.37328,67.9820476,0.4434698,0.0,1.605e-05,1.985e-05,2.616e-05,2.56e-05,2.075e-05,2.463e-05,3.047e-05,3.56e-05,2.801e-05,3.188e-05,3.161e-05,3.149e-05,3.811e-05,3.701e-05,3.449e-05,3.212e-05,3.039e-05,4.344e-05,3.579e-05,3.67e-05,4.363e-05,4.923e-05,4.122e-05,4.38e-05,4.761e-05,4.637e-05,4.988e-05,5.283e-05,5.552e-05,5.785e-05,4.013e-05,5.015e-05,5.026e-05,4.734e-05,4.523e-05,4.195e-05,4.752e-05,5.253e-05,5.503e-05,0.00014205,0.0001471,0.00015007,0.00015698,0.00018753,0.0002062,0.00020974,0.0002063,0.000197,0.00020224,0.00023728,0.00026079,0.00026178,0.00025983,0.00024789,0.00025521,0.00026905,0.0002574,0.00024991,0.00026729,0.00028812,0.00030846,0.00032804,0.00036083,0.00037093,0.00036931,0.00040775,0.00046853,0.00050913,0.00053174,0.00052051,0.00067601,0.00068659,0.00071578,0.00077006,0.00087354,0.00087674,0.00090155,0.0009295,0.00094526,0.00096912,0.00092318,0.00087528,0.00083916,0.00079636,0.00077639,0.0007413,0.00071867,0.00077711,0.00078124,0.00077925,0.00080216,0.00090589,0.00101661,0.00113471,0.00128122,0.00147543,0.00185791
ISS_006RI_LPHRLFMOV001_PRIME,9485,1,2005-04-13T12:05:52,189.7,189.7,6.44604,0.0,34.124325,83.372986,67.9820476,0.45640094,0.0,1.305e-05,1.324e-05,1.764e-05,2.327e-05,3.016e-05,3.031e-05,2.854e-05,2.774e-05,2.454e-05,2.755e-05,2.798e-05,2.372e-05,2.608e-05,3.624e-05,4.04e-05,3.795e-05,2.826e-05,2.793e-05,3.247e-05,3.676e-05,3.969e-05,3.612e-05,3.738e-05,4.047e-05,4.416e-05,4.657e-05,4.292e-05,4.253e-05,4.515e-05,5.089e-05,5.186e-05,5.008e-05,6.409e-05,9.978e-05,0.00010143,0.00010012,0.00010544,0.00010772,9.425e-05,0.00013738,0.00014351,0.00013776,0.00013729,0.0001915,0.00019386,0.00019808,0.00020215,0.00019538,0.00019851,0.00022711,0.00025483,0.00025448,0.00025996,0.00025957,0.00026188,0.00026732,0.00025488,0.00026386,0.00026343,0.00027433,0.00032556,0.00031179,0.00034547,0.0003652,0.00035651,0.00041541,0.00044773,0.00048674,0.00052451,0.00052463,0.00065084,0.00068345,0.00070871,0.00075319,0.00085728,0.00086223,0.00088664,0.00093007,0.00092979,0.0009459,0.00091759,0.00087553,0.00083671,0.00076558,0.00076491,0.00075203,0.00071074,0.00077425,0.0007794,0.00078138,0.00079024,0.00088806,0.00099544,0.00108194,0.00120383,0.00145274,0.00186103
ISS_006RI_LPHRLFMOV001_PRIME,9486,1,2005-04-13T12:05:52,189.72,189.72,6.445898,0.0,34.124176,83.37267,67.9820476,0.45930492,0.0,2.971e-05,3.07e-05,2.339e-05,2.271e-05,2.392e-05,2.664e-05,2.936e-05,2.378e-05,2.636e-05,3.025e-05,3.225e-05,2.147e-05,-2.87e-06,3.12e-06,1.99e-06,-1.016e-05,2.98e-06,5.57e-06,2.347e-05,3.761e-05,2.636e-05,3.701e-05,4.764e-05,5.114e-05,4.467e-05,5.242e-05,4.704e-05,4.347e-05,3.941e-05,4.465e-05,4.637e-05,4.866e-05,5.924e-05,9.416e-05,9.02e-05,9.874e-05,0.00010611,0.00010941,9.806e-05,0.00014198,0.00014648,0.00014004,0.00014021,0.00020312,0.0002073,0.00020519,0.00020466,0.00020238,0.00020829,0.00022468,0.00024623,0.00025294,0.00025098,0.00025599,0.00025907,0.00024935,0.00025959,0.00026525,0.00026725,0.00027249,0.00033888,0.00030793,0.00033389,0.00037057,0.00038251,0.00040711,0.00044516,0.0004858,0.00052574,0.00053718,0.00066535,0.00071742,0.0007174,0.00075553,0.00086057,0.00089016,0.00090268,0.0009601,0.0009417,0.00093837,0.00091343,0.00087354,0.00083731,0.00078603,0.00077456,0.00076326,0.00071267,0.00076648,0.00077995,0.00078389,0.00076396,0.00089713,0.00099075,0.0010704,0.00116003,0.00143268,0.00179495
ISS_006RI_LPHRLFMOV001_PRIME,9487,1,2005-04-13T12:05:52,189.74,189.74,6.4458146,0.0,34.12403,83.372375,67.9820476,0.46319124,0.0,-1.009e-05,-7.34e-06,-7.6e-07,-6.98e-06,-4.66e-06,-3.95e-06,-8.49e-06,-9.96e-06,-9.15e-06,-7.5e-06,-4.59e-06,3.7e-06,2.61e-06,5.37e-06,-6.94e-06,-1.73e-06,1.2e-06,-3.76e-06,1.03e-05,5.137e-05,4.089e-05,4.236e-05,4.377e-05,4.582e-05,4.97e-05,5.349e-05,5.818e-05,5.589e-05,4.394e-05,4.869e-05,4.884e-05,5.058e-05,5.74e-05,0.00010137,0.00010123,0.00011065,0.0001169,0.00010409,0.0001148,0.00013599,0.00015158,0.0001569,0.00015544,0.00019727,0.0002127,0.00020432,0.00019824,0.00020043,0.00020354,0.0002238,0.00026666,0.00027008,0.00026595,0.00026096,0.00025752,0.00026974,0.00026753,0.00027683,0.00028331,0.0002698,0.00032999,0.00032392,0.00034459,0.00037552,0.000379,0.00040791,0.00044726,0.00049366,0.00055078,0.00053677,0.00062956,0.00069943,0.00071573,0.00075513,0.00085413,0.00089506,0.00089965,0.00097294,0.00094554,0.00095065,0.00094683,0.00088368,0.00082798,0.00079424,0.00078672,0.00079507,0.00072137,0.00077957,0.0007892,0.00078066,0.00076619,0.00088788,0.00097219,0.00106731,0.00117879,0.00142649,0.00174008
ISS_006RI_LPHRLFMOV001_PRIME,9488,1,2005-04-13T12:05:52,189.76,189.76,6.4457893,0.0,34.123886,83.37208,67.9820476,0.46163352,0.0,-1.557e-05,-9.42e-06,-1.922e-05,-1.818e-05,-1.283e-05,-4.94e-06,-2e-07,-6e-07,-4.51e-06,-6.58e-06,-2.14e-06,-7.74e-06,-5.94e-06,-6.32e-06,-7.37e-06,-4.1e-07,4.13e-06,5.65e-06,1.489e-05,3.947e-05,4.358e-05,4.426e-05,4.809e-05,5.67e-05,5.508e-05,5.14e-05,4.99e-05,4.994e-05,4.901e-05,4.828e-05,4.894e-05,4.904e-05,4.767e-05,0.00011267,0.00011116,0.00010852,0.00010493,9.934e-05,0.00010802,0.00012344,0.00013924,0.00014942,0.00015423,0.00018073,0.00020003,0.0002047,0.00019839,0.00020098,0.00020571,0.00022388,0.0002609,0.00025635,0.00025433,0.00025696,0.00026549,0.00026013,0.00026374,0.00026582,0.00026696,0.00026969,0.00030424,0.00032233,0.00034006,0.00037319,0.00036927,0.00039912,0.0004355,0.00047334,0.00054648,0.0005404,0.00062104,0.00070699,0.00072217,0.00074819,0.00083319,0.00088858,0.00089015,0.00097314,0.00095166,0.0009368,0.00092509,0.00091404,0.00085249,0.00082175,0.00080066,0.00077775,0.00072398,0.00075837,0.00078089,0.00077513,0.00081591,0.0008843,0.00096065,0.00105173,0.00115094,0.0013932,0.00167659
ISS_006RI_LPHRLFMOV001_PRIME,9489,1,2005-04-13T12:05:52,189.78,189.78,6.4458213,0.0,34.123745,83.37179,67.9820476,0.4651445,0.0,-1.168e-05,-6e-07,-1.75e-06,2.42e-06,1.85e-06,4.4e-07,1.17e-06,7e-07,-1.4e-06,-3.61e-06,1.87e-06,-1.07e-06,1.52e-06,4.27e-06,2e-06,1.72e-05,1.335e-05,1.345e-05,1.164e-05,5.23e-05,5.461e-05,5.865e-05,5.967e-05,4.992e-05,6.304e-05,6.185e-05,6.008e-05,6.009e-05,5.983e-05,5.811e-05,5.763e-05,5.778e-05,5.545e-05,0.00010225,0.00010856,0.00011122,0.00011476,0.00012778,0.00012433,0.00014214,0.00016959,0.00015609,0.000167,0.00019043,0.00021213,0.00021613,0.00022183,0.00021325,0.00021158,0.00021434,0.00026694,0.00026955,0.00027975,0.00029102,0.00026956,0.00027005,0.00027241,0.00027588,0.00028034,0.00027086,0.00031836,0.00033175,0.00032719,0.00037994,0.00037768,0.00041142,0.00044475,0.00048141,0.00053237,0.00054437,0.00059786,0.00071286,0.00069615,0.00075608,0.00082575,0.00089052,0.00088603,0.00093599,0.00094674,0.00094492,0.00094705,0.00092404,0.00087138,0.00081326,0.00076201,0.00078037,0.00075033,0.00077837,0.00081069,0.00079779,0.00078741,0.00085187,0.00093722,0.00103434,0.00115355,0.00137175,0.00165992
ISS_006RI_LPHRLFMOV001_PRIME,9490,1,2005-04-13T12:05:52,189.8,189.8,6.4459124,0.0,34.123608,83.37147,67.9820476,0.46283837,0.0,1.096e-05,-1.01e-06,1.13e-06,1.95e-06,2.2e-07,-1.81e-06,1.25e-06,-3.6e-07,1.11e-06,7.59e-06,7.08e-06,3.49e-06,3.96e-06,8.11e-06,1.83e-05,8.66e-06,1.229e-05,1.59e-05,6.19e-06,4.682e-05,5.526e-05,5.058e-05,5.587e-05,5.549e-05,5.637e-05,5.783e-05,5.983e-05,6.284e-05,6.131e-05,5.706e-05,5.841e-05,6.792e-05,6.936e-05,9.497e-05,0.00010693,0.00011268,0.00012183,0.0001124,0.00011402,0.00012454,0.00015073,0.0001484,0.00015163,0.00017518,0.00020981,0.00022396,0.00021199,0.00021405,0.00021737,0.00021047,0.0002596,0.00026126,0.00025967,0.00025933,0.00027255,0.00026174,0.00026251,0.00027073,0.0002716,0.00027032,0.0002962,0.00032359,0.00032834,0.00037117,0.00038087,0.00040431,0.00043829,0.00048344,0.00052896,0.00053956,0.00057617,0.00072567,0.00070888,0.00074719,0.00081116,0.00089797,0.00089764,0.00094771,0.00096381,0.00095607,0.00095866,0.00092885,0.00087055,0.00084011,0.00085238,0.00078589,0.00079036,0.00079126,0.00079089,0.00080097,0.0007874,0.000897,0.00101742,0.00104715,0.00115351,0.00133127,0.00157201
ISS_006RI_LPHRLFMOV001_PRIME,9491,1,2005-04-13T12:05:52,189.82,189.82,6.44606,0.0,34.123463,83.37118,67.9820476,0.45133297,0.0,-1.322e-05,-5.91e-06,-1.75e-06,-1.7e-07,-1.63e-06,-3.09e-06,-3.32e-06,-3.84e-06,-1.3e-06,5.36e-06,1.667e-05,1.351e-05,8.62e-06,6.39e-06,-3.4e-07,5.51e-06,8.87e-06,1.028e-05,1.109e-05,5.39e-05,5.589e-05,4.869e-05,5.386e-05,5.564e-05,5.675e-05,5.672e-05,5.527e-05,6.763e-05,5.874e-05,5.587e-05,5.679e-05,5.518e-05,6.074e-05,8.833e-05,0.00011096,0.00012185,0.00012065,0.00011069,0.00011141,0.00012675,0.00015087,0.00015668,0.00016291,0.00017589,0.00020874,0.00021021,0.00020748,0.00020849,0.0002154,0.00021832,0.00024957,0.00025811,0.00025871,0.00026418,0.00026589,0.00026853,0.00027029,0.00027018,0.00027107,0.0002727,0.00029345,0.00032416,0.00032941,0.0003743,0.0003754,0.00037704,0.0004241,0.00047663,0.00051793,0.00054929,0.00056918,0.00077811,0.00077737,0.00080304,0.00084245,0.00089669,0.00094942,0.00094988,0.00094591,0.0009451,0.00093971,0.00085685,0.00082643,0.00083584,0.00084354,0.00078849,0.00077762,0.00078234,0.00079748,0.00079269,0.00078101,0.00084533,0.00095652,0.00102111,0.00109126,0.00126802,0.00150488
ISS_006RI_LPHRLFMOV001_PRIME,9492,1,2005-04-13T12:05:52,189.84,189.84,6.4462676,0.0,34.123325,83.37087,67.9820476,0.46539202,0.0,-1.5e-07,2.23e-06,-5.5e-07,-3.42e-06,-1.38e-06,-5.65e-06,-5.34e-06,-3.96e-06,8.45e-06,-4.25e-06,-2.93e-06,-2e-07,3.6e-06,8.23e-06,2.026e-05,1.585e-05,8.56e-06,9.03e-06,1.105e-05,3.329e-05,4.645e-05,5.218e-05,5.379e-05,5.555e-05,4.919e-05,5.214e-05,5.839e-05,5.516e-05,6.477e-05,6.895e-05,6.322e-05,6.238e-05,5.852e-05,8.065e-05,0.00011532,0.0001061,0.00011179,0.00010823,0.00010942,0.00012289,0.00015128,0.00015406,0.00015498,0.00015944,0.00020304,0.00020806,0.00021357,0.00021573,0.00020735,0.00021164,0.00024537,0.00026699,0.00026577,0.00026672,0.00026623,0.0002691,0.00027925,0.00030035,0.00031514,0.00032635,0.00032928,0.00032126,0.00032212,0.00036308,0.00040683,0.00045069,0.00049147,0.0004944,0.00052344,0.0005506,0.00054601,0.00074309,0.00075904,0.00077845,0.00083423,0.00089436,0.00092398,0.00092831,0.00092771,0.00095817,0.00095937,0.00087874,0.00082455,0.00082377,0.00083564,0.00079443,0.00077792,0.00078111,0.00079389,0.00078326,0.00078553,0.00081968,0.00093657,0.00100364,0.00115931,0.00130609,0.00145634
ISS_006RI_LPHRLFMOV001_PRIME,9493,1,2005-04-13T12:05:52,189.86,189.86,6.4465346,0.0,34.123184,83.37056,67.9820476,0.46757733,0.0,-9.4e-06,-1.005e-05,-8.11e-06,-3.85e-06,-4.95e-06,-1.23e-06,-1.45e-06,-2.22e-06,1.527e-05,-5.38e-06,-4.52e-06,7.9e-07,4.43e-06,-3.98e-06,-1.04e-06,2.51e-06,5.76e-06,3.79e-06,5.84e-06,2.75e-05,4.628e-05,3.684e-05,6.211e-05,4.952e-05,4.169e-05,4.741e-05,4.703e-05,5.717e-05,5.222e-05,4.529e-05,5.76e-05,5.176e-05,5.473e-05,7.766e-05,0.00012555,0.00010308,0.00010309,0.00011013,0.00012009,0.00011455,0.00014151,0.0001503,0.00015449,0.00016274,0.00019516,0.0002033,0.00020778,0.00021206,0.00022049,0.00021234,0.00023936,0.00026823,0.0002675,0.00025882,0.00025719,0.00026188,0.0002739,0.0003135,0.00031848,0.00031042,0.00030432,0.00032412,0.00031896,0.0003535,0.00039323,0.00040879,0.00047175,0.00048017,0.00050745,0.00054631,0.00053632,0.0007176,0.00075735,0.0007766,0.00082745,0.00087054,0.00091738,0.00094654,0.00094917,0.000961,0.00096105,0.00091312,0.00084006,0.00082967,0.00084492,0.00081351,0.00078616,0.00077698,0.00078753,0.00078333,0.00078492,0.00080514,0.00097194,0.00101782,0.0010886,0.00119518,0.00138418
ISS_006RI_LPHRLFMOV001_PRIME,9494,1,2005-04-13T12:05:52,189.88,189.88,6.446857,0.0,34.123047,83.37027,67.9820476,0.46951089,0.0,-4.63e-06,3.7e-07,9.2e-07,-8.84e-06,-2.38e-06,-4.81e-06,-3.92e-06,3.1e-06,2e-07,4.82e-06,5.24e-06,3.41e-06,8.81e-06,7.39e-06,1.524e-05,2.12e-05,1.004e-05,-2.3e-07,8.68e-06,3.04e-05,5.482e-05,3.991e-05,3.949e-05,5.335e-05,6.443e-05,5.29e-05,4.891e-05,5.89e-05,5.866e-05,5.16e-05,6.279e-05,6.324e-05,6.161e-05,6.337e-05,0.00010366,0.00010534,0.00010964,0.00011422,0.00011621,0.00011144,0.00014149,0.00015494,0.00015683,0.00016141,0.00018856,0.00020964,0.00021722,0.00020874,0.00020496,0.00021586,0.00023506,0.0002623,0.00024356,0.00027351,0.00027812,0.00026583,0.00026588,0.00032144,0.00032263,0.00031939,0.00032713,0.00031069,0.00031845,0.0003415,0.00037566,0.00041638,0.00045095,0.0004612,0.00047582,0.00052783,0.00053504,0.00067863,0.00077184,0.00076724,0.00083059,0.0008698,0.00091719,0.00094991,0.00093293,0.0009533,0.00094558,0.0009128,0.00085187,0.0008655,0.00084467,0.00081635,0.00078656,0.00077997,0.00078436,0.0007863,0.00078816,0.00079805,0.00094912,0.00100069,0.00107251,0.00116008,0.00128959
ISS_006RI_LPHRLFMOV001_PRIME,9495,1,2005-04-13T12:05:52,189.9,189.9,6.447237,0.0,34.12291,83.369965,67.9820476,0.4672788,0.0,-1.319e-05,-1.244e-05,-1.89e-06,4.92e-06,-1.26e-06,4.8e-07,6.58e-06,1.89e-06,7.6e-06,6.72e-06,8.1e-06,1.477e-05,1.251e-05,9.41e-06,1.817e-05,3.804e-05,5.721e-05,6.05e-05,5.829e-05,5.592e-05,5.857e-05,5.247e-05,6.704e-05,7.318e-05,6.382e-05,6.176e-05,6.38e-05,6.29e-05,5.872e-05,5.301e-05,5.122e-05,5.666e-05,6.698e-05,7.643e-05,0.00012045,0.00012078,0.00011903,0.00011574,0.00011143,0.00012776,0.00014476,0.00015597,0.00014914,0.00014495,0.00017875,0.00020623,0.00020927,0.00020897,0.00021006,0.00021385,0.00022737,0.00026741,0.00027181,0.0002581,0.0002553,0.00027089,0.00027206,0.00031043,0.00032147,0.00031489,0.00032845,0.00031943,0.00031592,0.00032433,0.00037491,0.00041877,0.00046357,0.00047431,0.00047336,0.00055109,0.00054982,0.00066227,0.0007762,0.0007809,0.00082466,0.00086089,0.00090394,0.0009499,0.00095869,0.00095033,0.00094534,0.00093268,0.00083746,0.00083887,0.00083577,0.00081379,0.0007709,0.00078145,0.00077003,0.00077213,0.00078432,0.00079928,0.0008994,0.00092226,0.00098924,0.00109447,0.00119819
ISS_006RI_LPHRLFMOV001_PRIME,9496,1,2005-04-13T12:05:04,189.92,189.92,6.447459,0.0,34.131065,83.37374,67.9820476,0.46230629,0.0,2.77e-06,6.4e-07,-1.6e-06,5.25e-06,8.2e-06,6.44e-06,5.9e-06,9.91e-06,6.53e-06,1.093e-05,1.382e-05,1.315e-05,8.91e-06,7.22e-06,1.269e-05,1.693e-05,8.5e-06,1.71e-05,2.172e-05,2.023e-05,1.696e-05,2.254e-05,2.157e-05,2.271e-05,2.543e-05,2.871e-05,6.287e-05,6.271e-05,5.649e-05,6.64e-05,6.168e-05,5.96e-05,5.751e-05,5.506e-05,6.441e-05,0.00010304,0.0001148,0.00012741,0.00016042,0.00016528,0.00015709,0.00015787,0.00017332,0.0002205,0.00021238,0.00021129,0.00021561,0.00022208,0.00022331,0.00022273,0.00023216,0.00027344,0.00028206,0.00027432,0.00026606,0.00026034,0.00029014,0.0002737,0.00030419,0.00033807,0.00033516,0.00032641,0.00035151,0.00039142,0.00044403,0.00043536,0.00042983,0.00046922,0.00052922,0.00053055,0.00058606,0.00065267,0.00071797,0.00076817,0.00081175,0.00086334,0.00092038,0.00098078,0.00095899,0.00091764,0.00091671,0.00091983,0.00089874,0.0008461,0.00080711,0.00078663,0.00079026,0.00078366,0.0007488,0.0007589,0.00080418,0.00087334,0.00086086,0.00088324,0.00093913,0.00106071,0.00120731
